Date / Time,City,State,Shape,Duration,Summary,Posted
3/31/20 22:20,Framingham,MA,Light,10 minutes,Light hovered then appeared to make small circles before disappearing down horizon.  ((Venus??)),6/25/20
3/31/20 22:02,Hornell,NY,,3 seconds,Possibly a close encounter with aliens,6/25/20
3/31/20 21:56,Hornell,NY,Flash,1 second,Hyper flash in sky,6/25/20
3/31/20 21:41,Broken Arrow,OK,Formation,1 minute,I saw 6 UFO's tonight in a v shape around Venus,6/25/20
3/31/20 21:35,Covington,GA,Light,~15 minutes,Multiple (14) object spotted flying equidistant and vanishing in the sky.  ((Starlink satellites)),6/25/20
3/31/20 21:20,Dripping Springs,TX,Other,1 hour,Aircraft hovered for about an hour. Had a curved shape - like an eyebrow. White light. Also seen by two neighbors. Did not see it leave,4/9/20
3/31/20 21:00,Bellevue,WA,Flash,3 seconds,I was driving down I-90 Westbound at 21:00 hrs.  I saw 3 incredibly intense white flashes in the sky moving in a Southeasterly directio,4/9/20
3/31/20 21:00,Bixby,OK,Cigar,60 minutes,Bright stationary cigar/tube shaped light.  ((NUFORC Note:  Venus??  PD)),4/9/20
3/31/20 20:45,Baldwin,MO,Light,10-15 minutes,Over 30  lights that looked like stars?  some moving in formation and some moving erratically.  ((Starlink satellites)),6/25/20
3/31/20 20:43,New Braunfels,TX,Teardrop,8 minutes,Glowing object that a perfect teardrop light descended from.,4/9/20
3/31/20 20:38,Cardiff,CA,Formation,9.5 minutes,There were 2 glowing objects in the sky multiplying to 7 and slowly disappearing one by one.,6/25/20
3/31/20 20:38,Cardiff,CA,Formation,15 minutes,1-7 orange glowing objects hovering in the night sky,4/9/20
3/31/20 20:30,West Paris,ME,Oval,1/2 hour,Oval object in the sky,4/9/20
3/31/20 20:10,Shawinigan (Canada),QC,Light,3 minutes,"Fixed light flying objects not recognized as commercial, military, helicopters, satellite or drone flights.  ((Starlink satellites))",6/25/20
3/31/20 20:00,Portland,ME,Light,30 minutes,I saw a bright white light approaching west to east that disappeared after a few seconds. This happened 3 times in roughly 10 minutes.,6/25/20
3/31/20 19:30,Rancho Palos Verdes,CA,Light,30 minutes,Horizontal line of 7 lights all equidistant from each other,6/25/20
3/31/20 15:51,Edmonds,WA,,,MADAR Node 61,6/25/20
3/31/20 12:05,Ankeny,IA,Formation,4-5 minutes,White cluster of 20+ rotating objects in the sky forming a circle,6/25/20
3/31/20 10:20,Plymouth,NH,Light,Half hour,"First very bright and low light moving in a swooping motion. Then another smaller object came straight toward it, moved in a quarter ci",6/25/20
3/31/20 06:30,South Bend,IN,Circle,20 seconds,Bright lights in shape of a ball vanishes.,5/21/20
3/31/20 05:40,Edmonds,WA,Formation,6-7 minutes,5:40 in the morning. It was partly cloudy. I looked up and saw a light moving slowly from W to E. ((Starlink satellites)),6/25/20
3/31/20 02:00,Tucson,AZ,Flash,5 seconds,Moving object with bright orange flare trailing behind it.,4/9/20
3/30/20 23:00,Chemainus (Canada),BC,Unknown,2 minutes,Small red light searching threw the clouds,6/25/20
3/30/20 22:50,Lakewood,CO,Disk,5 minutes,UFO caught on camera,6/25/20
3/30/20 21:50,Howell,NJ,Flash,2 seconds,"2 of us witnessed a quick Bright light, then we saw a flash of orange Trail and it disappeared. It definitely was not a shooting star",6/25/20
3/30/20 21:48,Fayetteville,AR,,,MADAR Node 136,6/25/20
3/30/20 21:30,Seward,AK,Light,Several hours,"Reports from witnesses in different locations confirm seeing 4 objects with flashing colored lights, hovering over resurrection bay",6/25/20
3/30/20 21:15,Leesburg,FL,Light,1 minute,7 white lights in formation travelling West to East in night sky.  ((Starlink satellites?)),6/25/20
3/30/20 21:00,Hillandale,MD,Circle,30 minutes,((Starlink satellites)),6/25/20
3/30/20 21:00,Leesburg,VA,Oval,5 minutes,Vertical string of lights.  ((Starlink satellites)),6/25/20
3/30/20 20:50,Whiteford,MD,Light,>15 minutes,Continuous single file objects dimly lit fly over for 15 minutes. I counted at least 16.  ((Starlink satellites)),6/25/20
3/30/20 20:47,Kensington,MD,Circle,4-5 minutes,"At around 8:47 pm tonight I noticed 4 perfectly aligned stars. They were to the west of Venus. Curious as to what they were, stars or p",6/25/20
3/30/20 20:30,Oceanside,CA,Sphere,Unknown,"Out in the ocean extending past Oceanside, CA, a glob of light was standing still not moving at all looking through binoculars it",4/9/20
3/30/20 20:00,Regina (Canada),SK,Light,40 minutes,">45-50 plus lights seen in Regina sky some in formation the rest in what seemed like a planned flight plan!  ((""STARlink"" satellites??",4/9/20
3/30/20 16:30,Rockford,IL,Formation,2 minutes,"15 white, bubble-shaped objects moving together in arc-shaped formation + few more on the side",6/25/20
3/30/20 14:00,Shelburn,IN,Oval,5 minutes,"While viewing my security monitor, watching a floating orb in the sky, 2 black or dark flying objects appeared and began flying in perf",4/9/20
3/30/20 13:59,New York,NY,,,MADAR Node  85,6/25/20
3/30/20 08:30,Denver,CO,Light,5 minutes,went outside to smoke a cigarette and was looking at sky and we saw a singular star like object moving through sky(I have seen the star,6/25/20
3/30/20 06:25,Hanover,MD,,,MADAR Node  77,6/25/20
3/30/20 04:00,Albuquerque,NM,Triangle,1 hour,((HOAX??)) Triangular Craft looked like at least a mile wide.  It was not 3 individual crafts it was a ((deleted)) mother ship.,6/25/20
3/30/20 02:00,Bradenton,FL,Chevron,3 seconds,Chevron over Bradenton,6/25/20
3/30/20 01:18,Point Makenzie,AK,Light,30 minutes,"I don't know if I'm correct but, I just stare at it for a good couple seconds and it moves around.",6/25/20
3/30/20 01:00,South Bend,IN,Flash,Few seconds,Gf and I witnessed 3 brilliant red flashes on the sw horizon  in the black of night,6/25/20
3/29/20 23:00,Miami,FL,Rectangle,5 seconds,"The object was translucent white with a dim light from the left front side, it was traveling directly west from the east at probably 6,",6/25/20
3/29/20 22:03,Shelbyville,IN,Sphere,5 minutes,I saw one and then another one and there was 14 evenly spaced disappeared in the same spot. ((Starlink satellites)),6/25/20
3/29/20 22:00,Williamsburg,VA,Other,3 seconds,Driving when i saw a giant bright blue jellyfish looking object high in the sky going down until it went behind trees,6/25/20
3/29/20 22:00,St. John,KS,Diamond,2 hours,"We live on a farm in southern Stafford County, Kansas, I went out on our deck and I noticed two bright lights in oblong form that were",6/25/20
3/29/20 22:00,Davidsville,PA,Light,5 minutes,two star-like objects seemingly chasing each other quickly and erratically in the sky before disappearing,4/9/20
3/29/20 21:50,Smilax,KY,Sphere,1 minute,A line of 5 orbs that disappeared!,6/25/20
3/29/20 21:50,Smilax,KY,Sphere,1 minute,A line of 5 orbs that disappeared!  ((Starlink satellites??)),6/25/20
3/29/20 21:44,Mooresville,IN,Light,6 minutes,Lights following each other one after the other same distance apart very slowly with no sound. ((Starlink satellites)),6/25/20
3/29/20 21:00,Noblesville,IN,Light,1 minute,Series of star-like lights traveling the same path and then disappearing,6/25/20
3/29/20 21:00,Tucson,AZ,Circle,2 hours,"Saw a bright, star like object, very high up, moving erratically in all directions for over an hour.",6/25/20
3/29/20 21:00,New Ulm,MN,Light,5 minutes,"Star like in straight line close together moving W to NE, one of them broke line moved parallel to another. ((""Starlink"" satellites??))",4/9/20
3/29/20 21:00,Hartsburg,MO,Formation,15 minutes,"Star Point Formation.  ((""Starlink"" satellites??))",4/9/20
3/29/20 20:40,Bristol (UK/England),,Light,20 minutes,"Bright light first attracted us, followed by white dots in formation equally spaced apart.  ((""Spacelink"" satellites??))",4/9/20
3/29/20 20:35,Evergreen,CO,Light,20 minutes,25+ satellite-looking objects flying across the Ursa Major constellation.  ((Starlink satellites)),6/25/20
3/29/20 20:35,Evansville,IN,Circle,5 minutes,"10-12 satellites? in formation 10 degrees apart easterly.  ((""Starlink"" satellites??))",4/9/20
3/29/20 20:30,Avondale,AZ,Light,30 minutes,Phoenix West Valley white lights.  ((Starlink satellites)),5/7/20
3/29/20 20:20,Eau Claire,WI,Other,40,"Fleet of lights all travel in the same direction.  ((""Starlink"" satellites??))",4/9/20
3/29/20 20:00,Maxwell,IA,Light,20 minutes,10 lights moving across the sky flashing red green and blue. Light remained blue most the time.   ((Starlink satellites)),6/25/20
3/29/20 11:00,Citronelle,AL,Circle,35 minutes,Saw a twinkling light that was moving when I thought it was plane but then it just stopped and just started hovering in the same spot.,6/25/20
3/29/20 08:45,Alhambra,CA,Formation,30 seconds,Set of 3 lights flying close together accompanied by 2 sing lights almost flying in unison.,6/25/20
3/29/20 06:53,Royal Palm Beach,FL,,,MADAR Node 76,6/25/20
3/29/20 01:15,Johnson City,TN,Light,2-5 minutes,"Noticed very small, but very distinct red light about 10° below (towards horizon) Arcturus. It made erratic movements before suddenly d",6/25/20
3/29/20,Dayton,OH,Circle,,3/29/20  and 4/5/20 in  my back yard,6/25/20
3/28/20 23:00,Cleveland,OH,Other,on going,contact transparent biological entity on going,12/23/20
3/28/20 22:00,Billings,MT,Light,45 minutes,"I was looking to the north sky, and that's when I saw a satellite moving.  ((Starlink satellites))",5/21/20
3/28/20 22:00,Lynchburg,VA,Chevron,10 minutes,"On the date and approximate time, I was informed by a friend that he and his girlfriend where observing a chevron shaped object in the",6/25/20
3/28/20 21:50,Gassville,AR,Light,2 minutes,He said to look at the stars. I thought he was talking about the moon and the bright star beside it.  ((Starlink satellites)),5/21/20
3/28/20 21:10,Garden Valley,ID,Light,Still goin on,First seen a light moving but to fast to be a airplane and to slow to be a shooting star . ((Starlink satellites)),5/21/20
3/28/20 21:00,Kinistino (Canada),SK,Formation,10 minutes,Moving string of flying objects.  ((Starlink satellites)),5/21/20
3/28/20 21:00,Star,ID,Formation,15 minutes,35 evenly spaced white lights coming from Nampa to the right of the moon and Venus moving quickly toward Boise. ((Starlink satellites)),5/21/20
3/28/20 21:00,Lowden,IA,Circle,1 hour,Constant string of white fast moving dots evenly spaced out.  Did see 2 across from each other.  ((Starlink satellites)),5/21/20
3/28/20 20:50,Missoula,MT,Sphere,5–10 minutes,Almost 38 &quot;satellites&quot; traveling in the same alignment.  ((Starlink satellites)),5/21/20
3/28/20 20:30,Wagenfeld (Germany),,Light,5 minutes,Line of white lights.  ((Starlink satellites)),5/21/20
3/28/20 20:20,Cedar Rapids,IA,Sphere,15 minutes,Objects flying in the same path with same speed and distance apart.  ((Starlink satellites)),5/21/20
3/28/20 20:00,Davenport,IA,Oval,45 minutes,"Around 8p.m. 7 or 8 oval shaped ufo’s were flying around in different patterns, all flying at a fast speed. I used my telescope to look",5/21/20
3/28/20 19:57,Moscow,ID,Circle,12 minutes,8 objects that began as “falling stars” whitish in color all perfectly aligned and spaced apart.  ((Starlink satellites)),5/21/20
3/28/20 19:00,Green Valley,AZ,Other,15 minutes,Two small orbs seen between the Moon and Venus.,4/9/20
3/28/20 10:25,Wichita,KS,Circle,30 minutes,Was walking my dog. And I'm always looking up into the sky. There was a light cloud with lighs streaking through it. It was weird light,5/21/20
3/28/20 08:30,Rock Island,IL,Light,8-8:30pm,You can still see him now they're still coming if you look up at the Moon.  ((Starlink satellites)),5/21/20
3/28/20 08:00,Davenport,IA,Circle,1 hour,((NUFORC Note:  No information provided by witness.  PD)),5/15/20
3/28/20 06:17,Keystone Heights,FL,Circle,10 minutes,"The objects seen were circular shaped, In a sequence of 3,spaced apart from one another. One is bigger and the two others are the same",5/21/20
3/28/20 05:56,Ochopee,FL,Triangle,25 seconds,I was driving to work going east bound on I-75 Alligator Alley when I saw in a distance bright red lights about a half mile in distance,6/25/20
3/28/20 05:00,Maine,ME,,,"I saw this morning what looked like a falling star but more followed the first one, I would say ~20+.  ((Starlink satellites))",5/21/20
3/28/20 04:00,Sydney (Australia,,Light,2 minutes,On the morning of the 28/03/2020 I was sitting across road from my place in Epping NSW when I looked up and spotted what I thought was,9/4/20
3/28/20 02:00,Mississauga (Canada),ON,,7 minutes,A light object in sky moving certain area . some time convert to two very bright beam lights and turn over to red. move to south west i,5/21/20
3/27/20 00:00,Palm Springs,CA,Triangle,30 seconds,"silent, triangle of soft red lights(maybe 5-6, per side legs, base of triangle i believe did not have lights) appeared and disappear in",5/21/20
3/27/20 23:30,Chattanooga,TN,Oval,1-2 minutes,"My sister decided to come to my bed to sleep that night, and she kept staring out of the window, because her bed isn’t by the window. “",6/25/20
3/27/20 22:00,Rochester,NH,Disk,3-5 minutes,I took my dog out at 10pm to notice a glowing orange light heading my way in the sky! As soon as it passed by my house the glow stopped,5/21/20
3/27/20 21:15,Cook,,Light,20 minutes,"Heading E multiple lights one after another they were going in the same direction. No colored lights.  ((""Starlink"" satellites??))",6/25/20
3/27/20 21:00,Billings,MT,Light,2+ hrs so far,Many of us are standing outside and at least 100+ lights have been moving West to East ((Starlink satellites)),5/21/20
3/27/20 21:00,Placerville,CA,Light,20 minutes,"I saw 40 mini bright lights, one after the other coming from west to east,  ((Starlink satellites))",5/21/20
3/27/20 20:45,Bend,OR,Formation,30 minutes,Major organized line of crafts all heading in same direction.  ((Starlink satellites)),5/21/20
3/27/20 20:40,Meredith,NH,Light,3-6 minutes,My friend and I were sitting outside. My friend noticed a light moving across the sky.  ((Starlink satellites)),5/21/20
3/27/20 20:30,Sauk Centre,MN,Light,15 seconds,ONE LIGHT BECAME 3 LIGHTS IN TRIANGLE FORMATION AND SHOT ACROSS THE SKY.,6/25/20
3/27/20 20:30,Pueblo West,CO,Light,5 minutes,A line formation in Pueblo West of single 25 to 30  lights flying at an elevation estimated 80k to 100k'  ((Starlink satellites)),5/7/20
3/27/20 20:30,Island Pond,VT,Light,15 minutes,15-20 mildly bright lights all flying in a line.  ((Starlink satellites)),5/21/20
3/27/20 19:26,Bridgewater,MA,Flash,40 seconds,Was driving into bridgewater by route 24 seen something flashing in the sky but in was not visible in between the flashes I got it on v,5/21/20
3/27/20 19:23,Richmond,RI,Sphere,5 minutes,Extremely bright orange object similar to Chinese lantern flying at rate of speed similar to aircraft in a straight trajectory from Nor,5/21/20
3/27/20 18:00,Roslyn,WA,Circle,20 minutes,They came from Orion's Belt were pinholes in the sk and some zigzaging but were not appearing at the same time  ((Starlink satellites)),5/21/20
3/27/20 10:00,Southington,CT,Circle,1 minutes,"Working on a hill overlooking I84. Noticed 2 objects moving across the sky,then started to loop in circles following each other over la",5/21/20
3/27/20 05:45,Bedford,NH,Circle,2 minutes,Bright light moving like ISS SIGHTING but not the ISS.,5/21/20
3/27/20 03:00,La Verne,CA,Other,35 minutes,100 or so- Bright (some were dim) String-Like-Vertically Positioned-Non Moving Objects- littered throughout the sky-,6/25/20
3/27/20,Center Conway,NH,Other,30 minutes,"Blueish white star like lights in perfect lines,perfect measured distances apart.  ((Starlink satellites))",5/21/20
3/26/20 23:47,Rice Lake,WI,Other,30 seconds,Fidget spinner shape flying south to north NO LIGHTS NO SOUND! city lights reflected off bottom as it passed overhead. Only saw it as i,5/7/20
3/26/20 23:34,Spanishburg,WV,Circle,5 minutes,Large bright round object traveled SW.  Has been seen by numerous people.,4/9/20
3/26/20 23:30,Kirkwood,MO,Sphere,1-2 seconds,"I had to go back and look at my Facebook post to see exactly what date this occurred. On April 26, 2020, was I was out on my back p",6/25/20
3/26/20 23:30,Portland,OR,Formation,5-10 minutes,Five to six square white lights horizontally next to each other floating/hovering in place above the West Hills of Portland. I saw,5/21/20
3/26/20 23:00,Pulaski,VA,Fireball,30 minutes,I was about to go to bed when i looked out the window and saw 5 white orbs or lights in the distance high in the sky behind my house.Th,5/21/20
3/26/20 22:30,Lagrange,GA,Light,5 minutes,"Hovering lights/crafts swaying through tree line, too low to be plane and too high to be insects.",5/7/20
3/26/20 22:00,La Mesa,CA,Flash,1 minute,Flashing lights.,5/21/20
3/26/20 22:00,Bakersfield,CA,Formation,30 minutes,Objects Traveling from west to east a steady stream of lights would appear and disappear.  ((Starlink satellites)),5/21/20
3/26/20 21:30,Boise,ID,Circle,1 hour,Saw a movement of lights single file for a hour.   ((Starlink satellites)),5/7/20
3/26/20 21:30,Burley,ID,Light,20 minutes,Fly lights.  ((Starlink satellites)),5/21/20
3/26/20 21:30,Boise,ID,Light,10-20 minutes,"Line of lights-all on the same exact flight path, going the same exact speed.. coming from ssw.   ((Starlink satellites))",5/7/20
3/26/20 21:15,Jackson,WY,Formation,25-30 minutes,Orbs that were evenly spaced and traveling at the same speed.  ((Starlink satellites)),5/7/20
3/26/20 21:03,Green Bay,WI,Circle,16 minutes,"37 objects that looked like satellites all flying same direction,some inline,others spaced apart.  ((Starlink satellites))",5/7/20
3/26/20 21:00,Oromocto (Canada),NB,Light,10 minutes,"Unidentified “Social Distancing”?!Just saw a succession of about 20 individual lights, appearing N  ((""Starlink"" satellites??))",4/9/20
3/26/20 21:00,Orland,CA,Light,15 minutes,Nine white lights cross the sky in succession.   ((Starlink satellites)),5/7/20
3/26/20 21:00,Boise,ID,Light,2 hours,I saw 2 lights that looked like stars flying side by side south to north.  ((Starlink satellites)),5/21/20
3/26/20 21:00,Wanaque,NJ,Changing,40 minutes,"Very bright white shape from cylindrical to round, hovered in same place for 40 minutes, eventually went higher and faded from view.",5/7/20
3/26/20 20:45,Spencer,IA,Light,35 minutes,"42 lights, equally spaced flying SW to NE.  ((Starlink satellites))",5/21/20
3/26/20 20:30,Church Hill,NV,Light,20 minutes,Saw what looks like satilites coming in one at a time going pauper fast. All spaces the same distance apart.. ((Starlink satellites)),5/7/20
3/26/20 20:30,East Falmouth,MA,Circle,21:40,A circle glowing saucer with a nucleus that pulsed in and out while sometimes changing to red.  ((NUFORC Note:  Venus?  PD)),5/7/20
3/26/20 20:30,Palmdale,CA,Circle,20 minutes,"string of over 20 lights roughly even spaced, traveling same orbit Few seconds behind each other.  ((Starlink satellites))",5/7/20
3/26/20 20:30,Wilbur,WA,Other,10,A string of lights in the sky moving in the same direction at about the same distance apart.  ((Starlink satellites)),5/7/20
3/26/20 20:25,Seaside,CA,Light,3 minutes,"Seven lights in a line four witnessed, then two then finally one going NE of the coastline.  ((Starlink satellites))",5/7/20
3/26/20 20:20,Sunland,CA,Light,3-5 minutes,String of lights appearing in sky.   ((Starlink satellites)),5/7/20
3/26/20 20:15,San Jose,CA,Light,20 minutes,"sequence more than 20 lights moving in formation directly over San Jose, CA lasting about 20 minutes.  ((Starlink satellites))",5/21/20
3/26/20 20:15,Cambria,CA,Circle,15 minutes,Lot of Solid white round objects flying on the same course ssw-nne with same spacing.  ((Starlink satellites)),5/7/20
3/26/20 20:00,Rancho Cordova,CA,Circle,.50,"Whit round lights exact distance apart, same speed from South West sky to North East direction.  ((Starlink satellites))",5/7/20
3/26/20 19:20,Sacramento,CA,Light,10 minutes,Line of ligt objects traveling evenly spaced across the sky.  ((Starlink satellites)),5/21/20
3/26/20 19:00,Ririe,ID,Circle,30 minutes,"About 120 or so round lights, flying north East, toward Jackson hole Wyoming.  ((Starlink satellites))",5/7/20
3/26/20 17:35,Land O'Lakes,FL,Sphere,7,Black Sphere moving south at high rate speed (Multiple Daily Sightings).,5/7/20
3/26/20 17:00,Weston,CT,Circle,Working,60 white lights over Weston CT 3/26/20,4/9/20
3/26/20 11:00,Riverside,CA,Triangle,1 minute,Triangular UFO sighting across Riverside sky...,4/9/20
3/26/20 09:15,Wears Valley,TN,Circle,10 minutes,"There were 4 red objects in the sky, forming weird shapes",5/7/20
3/26/20 09:00,Redding,CA,Light,45 minutes,Moving Lights over Redding.  ((Starlink satellites)),5/7/20
3/26/20 08:53,Bailey,CO,Circle,5 minutes,5 lights seen travelling in a straight line followed shortly later by 2 similar lights.  ((Starlink satellites)),5/21/20
3/26/20 08:30,Knoxville,TN,Light,60 seconds,Red light traveling at high rate of speed from southern sky heading due north came to dead stop directly overhead hovering for approxim,5/21/20
3/26/20 08:28,Orcutt,CA,Circle,10 minutes,At least 15 white lights traveling west to East in a straight line about 20 seconds apart.  ((Starlink satellites)),5/7/20
3/26/20 08:20,Sacramento/Citrus Heights,CA,Formation,20 minutes,Moving faster than aircraft flying below objects.  ((Starlink satellites)),5/7/20
3/26/20 06:00,Hall,NY,Formation,3 minutes,Saw hundreds of lights in the early morning sky before sunrise. All in a single line in the sky.  ((Starlink satellites)),5/7/20
3/26/20 06:00,North Wales,PA,Light,5 minutes,14 lighted crafts no blinking navigation lights folling in a straight line completely in a row.  ((Starlink satellites)),5/21/20
3/26/20 06:00,Butler,PA,Light,4 minutes,"37 high altitude, high speed points of light moving in a straight line in eastern direction.  ((Starlink satellites))",5/21/20
3/26/20 06:00,Thurman,OH,Circle,15-20 minutes,Line of lights like stars moving across the sky then disappeared.  ((Starlink satellites)),5/21/20
3/26/20 05:55,Mt Sterling,KY,Light,6 minutes,A string of aircraft  ((Starlink satellites)),5/21/20
3/26/20 05:55,Newark,NJ,Fireball,3 minutes,((NUFORC Note:  Source of report provides no information.  PD)),5/7/20
3/26/20 05:55,Easton,CT,Light,10 minutes,At approximately 5:55am EST this morning (3/26/20) I was exiting my house and looked up in the sky.  ((Starlink satellites)),5/21/20
3/26/20 05:55,Elmira,NY,Light,2,"numerous white dots crossing the sky from the west to the east, at least 50.  ((Starlink satellites))",5/21/20
3/26/20 05:50,Greensburg,PA,Light,5 minutes,I saw about 20-30 light moving across the sky all in 1 line.  ((Starlink satellites)),5/21/20
3/26/20 05:50,Edison,NJ,Formation,10 minutes or more,I noticed that the stars were real bright...at first it looked like the big dipper. ((Starlink satellites)),5/21/20
3/26/20 05:50,Grove City,OH,Light,3-5 minutes,Multiple Amberish lights.,5/7/20
3/26/20 05:50,Edison,NJ,Formation,10 minutes or more,"I noticed that the stars were real bright...at first it looked like the big dipper.    ((""Spacelink"" satellites??))",4/9/20
3/26/20 05:45,Pasadena,MD,Sphere,5-8 minutes,"At least 36 bright white illuminated moving objs in a straight, but highly irregular spaced line,  SW to NE.  ((""Starlink"" satellites))",4/9/20
3/26/20 05:45,McArthur,OH,Sphere,3-4 minutes,Multiple lights in sky.  ((Starlink satellites)),5/7/20
3/26/20 05:45,Pasadena,MD,Sphere,5-8 minutes,Observed at least 36 bright white illuminated moving objects in a straight  but highly irregular spaced line.((Starlink satellites)),5/15/20
3/26/20 05:45,Beaver,WV,Formation,1-2 minutes,Line of 10 lights in Am sky.  ((Starlink satellites)),5/21/20
3/26/20 02:38,Austin,TX,,,MADAR Node 101,6/25/20
3/26/20 01:00,Trumansburg,NY,Sphere,2 seconds,Big bright ball of light passes very low over my house extremely fast. It was completely silent and left behind a light trail.,5/21/20
3/25/20 23:05,Yukon,OK,Unknown,3 minutes,"It was a clear night, with no clouds in the sky",5/21/20
3/25/20 22:35,McKinleyville,CA,Formation,15 minutes,44 unknown crafts.  ((Starlink satellites)),5/21/20
3/25/20 22:30,Buford,GA,Oval,1 housr,One yellow ball in the sky,5/21/20
3/25/20 22:30,San Antonio,TX,Triangle,30 seconds,"Driving in my neighborhood,we noticed a huge triangular plane hovering super low looking like it was going to land.It was at a stand st",5/21/20
3/25/20 22:30,Stirling (Canada),ON,Other,30 minutes,"I first saw a distant, twinkling light with a small reddish tail directly off the bottom of it. When I went out for a better look I not",5/21/20
3/25/20 22:06,Oxford,AL,Unknown,10 minutes,"Husband and I saw a craft of unknown shape in the Northwest area of the sky. I filmed the object for over a minute, and it seemed to di",4/9/20
3/25/20 22:00,Kinnelon,NJ,Circle,45 minutes,Bright spinning light hovering for about 45 minutes.  ((NUFORC Note:  Possible sighting of Venus??  PD)),4/9/20
3/25/20 22:00,Hanksville,UT,Light,15 minutes,20 White starlight objects - near Goblin Valley State Park,6/25/20
3/25/20 22:00,Pleasant Garden,NC,Light,1 hour,I noticed a light moving from my window and I started to watch it. I saw the object move in an up and down motion and occasionally side,5/21/20
3/25/20 21:45,San Clemente,CA,Circle,3 minutes,"Green hazy orbs, dodging around in night sky",4/9/20
3/25/20 21:43,Corona,CA,Light,2 minutes,We have been seeing this light for at least 2 months we were not sure if it was a star.,5/21/20
3/25/20 21:40,Sun Vally,ID,Unknown,40 minutes,Red and green flickering star like object moving sporadically and randomly in different directions for about 45 minutes,5/21/20
3/25/20 21:30,Denver,CO,Sphere,20 minutes,"Multiple objects tracked southwest to northeast at approximately 9:30pm on 3/25.   ((""Spacelink"" satellites??))",4/9/20
3/25/20 21:25,Tracy,CA,Formation,10 minutes,Several formations of lights flying high in the sky at night over California. ((Starlink satellites)),5/21/20
3/25/20 21:24,Santa Claus,IN,Light,,Blue light moving up and down over Lake Noel.,6/25/20
3/25/20 21:24,Santa Claus,IN,Light,,Blue light reported over Lake Noelle.  ((MUFON REPORT)),5/15/20
3/25/20 21:23,Allen,TX,Light,2 minutes,But they were moving fast across the sky at the same speed and spaced apart.   ((Starlink satellites)),5/21/20
3/25/20 21:10,Helper,UT,Light,26 minutes,"26 non blinking lights traveling in straight line from southwest to northeast.   ((""Spacelink"" satellites??))",4/9/20
3/25/20 21:00,Rialto,CA,Circle,15 minutes,"Bright white lights approx. 15-20 of them, coming from behind the clouds, one after the other in a line. ((Starlink satellites))",5/21/20
3/25/20 21:00,Cheyenne,WY,Light,25,"25 strange lights passed over cheyenne, 7 witnesses.  ((Starlink satellites))",5/21/20
3/25/20 21:00,Saint Louis,MO,Circle,5 minutes,Large white orb,5/21/20
3/25/20 21:00,Tamworth,,Sphere,90 seconds,Unidentifiable flying object.,7/9/20
3/25/20 21:00,Seattle,WA,Fireball,20 seconds,Fireballs with flashing object at rear.,3/31/21
3/25/20 21:00,Fort Collins,CO,Circle,20 minutes,At exactly 9pm I and my fiancee went out to the car to have a smoke. As soon as I opened the sunroof we notice as what appeared to be a,5/21/20
3/25/20 21:00,Houlton,ME,Light,3 hours,Bright light in sky every other night; randomly vanishes.  ((NUFORC Note:  Venus?  PD)),5/21/20
3/25/20 20:55,Cisco,TX,Unknown,5 seconds,Strange set of lights slowly traveling across the sky then disappearing,5/21/20
3/25/20 20:55,Boulder,CO,Cigar,10 seconds,"Two lights very spread apart, moving in unison almost like a blimp through the sky.",5/21/20
3/25/20 20:45,Longmont,CO,Light,2 minutes,two lights moving in formation in northern Colorado sky. ((Starlink satellites)),5/21/20
3/25/20 20:45,Wheatland,WY,Light,More time than I had to s,"Lights moving across sky, spaced out on same flight plan.  ((Starlink satellites))",5/21/20
3/25/20 20:40,Indianapolis,IN,Fireball,6 minutes,3 pulsating reddish fireballs in Indianapolis skies,5/21/20
3/25/20 20:15,New Albany,OH,Sphere,30 seconds,"Bright orb seen in sky in Columbus, Ohio on Wednesday, Mar. 25th.  Took off at 45 degree angle - blink of an eye.",5/21/20
3/25/20 20:15,Denver,CO,Sphere,45 minutes,Spherical light-changing object that didn't move,5/21/20
3/25/20 19:59,Estes Park,CO,,,MADAR Node 156,6/25/20
3/25/20 19:51,Tucson,AZ,Light,10,Lights going in different direction((Starlink satellites)),5/21/20
3/25/20 19:50,San Tan Valley,AZ,Unknown,15 minutes,20 star like objects traveling NE one by one over San Tan Valley az  ((Starlink satellites)),5/21/20
3/25/20 18:42,Norwalk,CT,,,MADAR Node 103,6/25/20
3/25/20 11:10,Harlansburg,PA,Triangle,20 minutes,Strange lights in the western sky at night.,5/21/20
3/25/20 10:00,Lewistown,MT,Circle,5 minutes,"4 ships appeared, then equally separated. Next a larger object appeared and they all disappeared quickly. I was out smoking and watched",6/25/20
3/25/20 09:10,Raymond,WA,Light,20-30 minutes,Moving from the southwest sky to the east. More than 40 jets(?) over about half an hour spaced fairly evenly ((Starlink satellites)),5/21/20
3/25/20 08:10,Coconut Creek,FL,Sphere,25 minutes,2 round shape light objects,5/21/20
3/25/20 06:20,Fort Smith,AR,Light,3 minutes,Stream of lights in a straight line moving South to North moving quickly.  Too many to count.  ((Starlink satellites)),5/21/20
3/25/20 06:14,Knoxville,AR,Circle,~2 minutes,"i saw a row of stars spaced unevenly, traveling from west to east.  ((Starlink satellites))",5/21/20
3/25/20 06:00,Oklahoma City,OK,Sphere,15 minutes,Flight of Orbs in early morning Oklahoma City sky.  ((Starlink satellites??)),3/31/21
